bidder,neighbor winner average final round number,neighbor winner neighbors per bid,neighbor winner any neighbors per bid,wild tract winner average final round number,wild tract winner average neighbors per bid,wild tract winner average any neighbors per bid,existing winner average final round number,existing winner average neighbors per bid,existing winner average any neighbors per bid,winner average final round number,winner average neighbors per bid,winner average any neighbors per bid,neighbor bg bids,neighbor average final round number,neighbor blocks won,neighbor neighbors per bid,neighbor any neighbors per bid,neighbor num wins,wild tract bg bids,wild tract average final round number,wild tract blocks won,wild tract average neighbors per bid,wild tract average any neighbors per bid,wild tract num wins,existing bg bids,existing average final round number,existing blocks won,existing average neighbors per bid,existing average any neighbors per bid,existing num wins,num bids,average final round number,total blocks won,average neighbors per bid,average any neighbors per bid,num wins,wins/bid,blocks/win
AMG Technology Investment Group LLC,17.95402298850575,2.0344827586206895,8.666666666666666,17.475806451612904,0.0,8.116935483870968,18.011627906976745,7.286821705426356,8.271317829457365,17.57392253136934,1.122204037097654,8.164757228587016,330.0,15.233333333333333,2500.0,1.809090909090909,8.090909090909092,87.0,18419.0,8.896682773223302,45842.0,0.0,7.780932732504479,1488.0,757.0,15.352708058124174,6618.0,6.966974900924702,7.973579920739763,258.0,19506,9.254434532964217,54960,0.30098431251922486,7.793653234902082,1833,0.09397108581974777,29.983633387888705
"Albion Telephone Company, Inc.",13.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,12.0,1.0,13.0,29.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.0,29,2.0,12.0,1,1.0,29.0
"Allen's TV Cable Service, Inc.",16.0,2.0,6.5,0.0,0.0,0.0,14.5,4.875,6.875,14.8,4.3,6.8,3.0,17.0,8.0,2.3333333333333335,6.666666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.428571428571427,49.0,5.571428571428571,8.0,8.0,17,16.529411764705884,57,5.0,7.764705882352941,10,0.5882352941176471,5.7
Altice,15.6,1.4,5.8,16.0,0.0,5.5,15.257142857142858,5.485714285714286,6.542857142857143,15.363636363636363,4.5227272727272725,6.363636363636363,59.0,13.288135593220339,46.0,2.694915254237288,6.711864406779661,5.0,32.0,13.8125,27.0,0.0,5.03125,4.0,344.0,13.82267441860465,352.0,5.462209302325581,7.049418604651163,35.0,435,13.749425287356322,425,4.685057471264368,6.855172413793103,44,0.10114942528735632,9.659090909090908
Aptitude Internet LLC,19.0,1.5,8.5,17.393939393939394,0.0,7.9393939393939394,0.0,0.0,0.0,17.485714285714284,0.08571428571428572,7.9714285714285715,14.0,14.428571428571429,25.0,1.0714285714285714,7.857142857142857,2.0,200.0,14.33,1798.0,0.0,6.99,33.0,2.0,9.0,0.0,1.5,8.5,0.0,216,14.287037037037036,1823,0.08333333333333333,7.060185185185185,35,0.16203703703703703,52.08571428571429
"Armstrong Holdings, Inc.",13.333333333333334,1.3333333333333333,8.083333333333334,13.660377358490566,0.0,7.69811320754717,14.471698113207546,7.471698113207547,7.490566037735849,13.991525423728813,3.4915254237288136,7.6440677966101696,21.0,11.571428571428571,187.0,1.9047619047619047,8.19047619047619,12.0,60.0,13.116666666666667,660.0,0.0,7.65,53.0,111.0,12.36936936936937,589.0,7.297297297297297,7.576576576576577,53.0,192,12.515625,1436,4.427083333333333,7.666666666666667,118,0.6145833333333334,12.169491525423728
"Atlantic Broadband Finance, LLC",19.0,4.0,6.0,0.0,0.0,0.0,16.0,6.0,7.142857142857143,16.375,5.75,7.0,2.0,16.0,33.0,5.0,7.0,1.0,1.0,14.0,0.0,0.0,4.0,0.0,16.0,15.375,403.0,6.4375,7.125,7.0,19,15.368421052631579,436,5.947368421052632,6.947368421052632,8,0.42105263157894735,54.5
BEK Communications Cooperative,16.857142857142858,1.7142857142857142,8.428571428571429,16.5,0.0,8.0,16.727272727272727,5.454545454545454,8.909090909090908,16.75,3.6,8.65,8.0,17.125,59.0,1.625,8.25,7.0,7.0,18.285714285714285,7.0,0.0,8.285714285714286,2.0,15.0,17.333333333333332,77.0,5.266666666666667,8.466666666666667,11.0,30,17.5,143,3.066666666666667,8.366666666666667,20,0.6666666666666666,7.15
"Bandera Electric Cooperative, Inc.",15.5,2.0,10.5,15.0,0.0,6.0,14.0,6.0,7.714285714285714,14.642857142857142,3.5714285714285716,8.142857142857142,6.0,12.666666666666666,59.0,1.6666666666666667,10.0,4.0,23.0,8.782608695652174,6.0,0.0,7.130434782608695,3.0,11.0,14.454545454545455,44.0,5.909090909090909,8.545454545454545,7.0,40,10.925,109,1.875,7.95,14,0.35,7.785714285714286
Barry Technology Services,14.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,8.0,2.0,14.0,8.0,2.5,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14.0,8,2.5,7.5,1,0.5,8.0
"Bay Springs Telephone Company, Inc.",13.318181818181818,1.9545454545454546,6.636363636363637,13.885245901639344,0.0,6.655737704918033,13.4,5.133333333333334,8.0,13.683673469387756,1.2244897959183674,6.857142857142857,25.0,13.08,773.0,1.88,6.68,22.0,91.0,13.516483516483516,1626.0,0.0,7.0,61.0,16.0,13.25,264.0,5.0625,8.0625,15.0,132,13.401515151515152,2663,0.9696969696969697,7.068181818181818,98,0.7424242424242424,27.1734693877551
"Blackfoot Telephone Cooperative, Inc.",13.0,1.3333333333333333,7.666666666666667,13.0,0.0,7.0,14.0,6.0,13.333333333333334,13.375,2.75,9.625,4.0,13.25,161.0,1.5,8.0,3.0,2.0,13.0,76.0,0.0,7.0,2.0,4.0,14.0,126.0,6.0,12.25,3.0,10,13.5,363,3.0,9.5,8,0.8,45.375
Bloosurf,13.0,1.0,10.0,13.5,0.0,6.0,0.0,0.0,0.0,13.333333333333334,0.3333333333333333,7.333333333333333,64.0,13.265625,1.0,2.328125,7.234375,1.0,189.0,12.275132275132275,7.0,0.0,7.317460317460317,2.0,132.0,13.348484848484848,0.0,6.25,7.553030303030303,0.0,385,12.807792207792208,8,2.52987012987013,7.384415584415584,3,0.007792207792207792,2.6666666666666665
"Cal.net, Inc.",18.785714285714285,2.5,10.357142857142858,18.42156862745098,0.0,9.617647058823529,18.76923076923077,7.861538461538461,9.492307692307692,18.574585635359117,3.016574585635359,9.629834254143647,76.0,14.328947368421053,441.0,2.289473684210526,9.447368421052632,14.0,1725.0,11.078840579710144,2500.0,0.0,8.89391304347826,102.0,183.0,15.448087431693988,2170.0,7.60655737704918,8.939890710382514,65.0,1984,11.606350806451612,5111,0.7893145161290323,8.919354838709678,181,0.09122983870967742,28.23756906077348
Cellular Services LLC,14.0,1.4285714285714286,7.571428571428571,16.0,0.0,7.3,14.0,4.0,8.0,15.333333333333334,0.7333333333333333,7.433333333333334,7.0,14.0,63.0,1.4285714285714286,7.571428571428571,7.0,20.0,16.0,278.0,0.0,7.3,20.0,3.0,14.0,37.0,4.0,8.0,3.0,30,15.333333333333334,378,0.7333333333333333,7.433333333333334,30,1.0,12.6
"Central Arkansas Telephone Cooperative, Inc.",17.0,2.0,7.333333333333333,0.0,0.0,0.0,17.0,4.5,6.5,17.0,3.0,7.0,3.0,17.0,146.0,2.0,7.333333333333333,3.0,6.0,14.0,0.0,0.0,6.666666666666667,0.0,3.0,16.333333333333332,35.0,4.0,6.333333333333333,2.0,12,15.333333333333334,181,1.5,6.75,5,0.4166666666666667,36.2
"CenturyLink, Inc.",13.170731707317072,3.5609756097560976,7.7073170731707314,13.6,0.0,5.0,13.035242290748899,6.497797356828194,8.193832599118943,13.065934065934066,5.937728937728938,8.062271062271062,581.0,12.495697074010327,1168.0,3.0034423407917386,7.790017211703959,41.0,57.0,12.421052631578947,145.0,0.0,7.035087719298246,5.0,2718.0,12.451434878587197,7881.0,6.328550404709345,8.118469462840324,227.0,3356,12.458581644815256,9194,5.6454112038140645,8.04320619785459,273,0.08134684147794995,33.67765567765568
Chariton Valley Communications Corporation,17.833333333333332,2.1666666666666665,8.416666666666666,17.77777777777778,0.0,6.444444444444445,16.26086956521739,5.565217391304348,7.782608695652174,17.0,3.5,7.681818181818182,12.0,17.833333333333332,242.0,2.1666666666666665,8.416666666666666,12.0,10.0,17.9,272.0,0.0,6.6,9.0,23.0,16.26086956521739,616.0,5.565217391304348,7.782608695652174,23.0,45,17.044444444444444,1130,3.422222222222222,7.688888888888889,44,0.9777777777777777,25.681818181818183
Charter Communications Inc,16.16187989556136,2.756309834638816,7.547432550043516,15.782514450867051,0.0,7.292630057803469,15.687610307094952,6.890575361807271,7.960112954465231,15.813641446142379,4.228102869921729,7.699590011181513,1712.0,15.702102803738319,35672.0,2.7406542056074765,7.621495327102804,1149.0,2057.0,13.96694214876033,33111.0,0.0,7.4837141468157515,1384.0,4218.0,15.264580369843527,54178.0,6.828117591275486,8.005215742057848,2833.0,7987,15.024164266933766,122961,4.193439338925755,7.788656566921247,5366,0.6718417428321022,22.914834140887066
"Cherry Capital Connection, LLC",15.8,2.0,9.0,15.555555555555555,0.0,7.444444444444445,14.727272727272727,6.636363636363637,7.2727272727272725,15.24,3.32,7.68,19.0,16.31578947368421,146.0,1.7894736842105263,7.842105263157895,5.0,35.0,16.114285714285714,69.0,0.0,7.085714285714285,9.0,21.0,15.80952380952381,90.0,7.0,7.809523809523809,11.0,75,16.08,305,2.4133333333333336,7.48,25,0.3333333333333333,12.2
Cincinnati Bell Inc.,13.113636363636363,3.727272727272727,7.386363636363637,13.0,0.0,3.0,13.786127167630058,6.491329479768786,7.624277456647399,13.635135135135135,5.797297297297297,7.472972972972973,45.0,13.177777777777777,200.0,3.688888888888889,7.4,44.0,5.0,13.0,31.0,0.0,3.0,5.0,177.0,13.887005649717514,1221.0,6.47457627118644,7.581920903954802,173.0,227,13.726872246696034,1452,5.779735682819383,7.4449339207048455,222,0.9779735682819384,6.54054054054054
Citizens Telephone Company,13.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,6.0,5.0,12.8,29.0,2.2,6.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,3.0,8.0,0.0,6,12.333333333333334,29,2.3333333333333335,6.833333333333333,4,0.6666666666666666,7.25
"Citynet, LLC",14.090909090909092,1.3636363636363635,7.909090909090909,13.618181818181819,0.0,6.972727272727273,14.666666666666666,1.3333333333333333,10.0,13.718518518518518,0.2518518518518518,7.192592592592592,55.0,13.945454545454545,138.0,1.3454545454545455,7.909090909090909,22.0,940.0,13.21063829787234,1945.0,0.0,7.302127659574468,110.0,15.0,13.733333333333333,41.0,3.6666666666666665,8.6,3.0,1010,13.258415841584158,2124,0.12772277227722773,7.354455445544555,135,0.13366336633663367,15.733333333333333
"Coleman County Telephone Cooperative, Inc.",14.0,2.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,13.5,1.0,0.5,5.0,15.6,3.0,2.0,1.0,1.0,1.0,13.0,2.0,0.0,0.0,1.0,3.0,16.0,0.0,7.666666666666667,8.666666666666666,0.0,9,15.444444444444445,5,3.6666666666666665,3.4444444444444446,2,0.2222222222222222,2.5
"Consolidated Communications, Inc.",14.0,5.2,7.0,18.0,0.0,7.0,13.820833333333333,7.008333333333334,7.341666666666667,13.841463414634147,6.943089430894309,7.333333333333333,25.0,15.92,29.0,4.2,8.24,5.0,20.0,15.95,2.0,0.0,8.05,1.0,441.0,13.938775510204081,3947.0,6.98639455782313,7.512471655328798,240.0,486,14.123456790123457,3978,6.555555555555555,7.57201646090535,246,0.5061728395061729,16.170731707317074
"Continental Divide Electric Cooperative, Inc.",13.5,1.3,7.0,13.88888888888889,0.0,6.407407407407407,13.0,5.75,9.0,13.707317073170731,0.8780487804878049,6.804878048780488,10.0,13.5,465.0,1.3,7.0,10.0,27.0,13.88888888888889,720.0,0.0,6.407407407407407,27.0,4.0,13.0,157.0,5.75,9.0,4.0,41,13.707317073170731,1342,0.8780487804878049,6.804878048780488,41,1.0,32.73170731707317
"Cox Communications, Inc.",14.0,2.6666666666666665,4.0,16.666666666666668,0.0,7.0,15.271293375394322,8.447949526813881,8.634069400630915,15.272445820433436,8.31578947368421,8.575851393188854,100.0,11.44,25.0,2.54,7.99,3.0,202.0,10.752475247524753,7.0,0.0,6.316831683168317,3.0,449.0,14.231625835189309,1061.0,8.006681514476615,8.755011135857462,317.0,751,12.92410119840213,1093,5.125166444740346,7.9973368841544605,323,0.43009320905459386,3.3839009287925697
Daviess-Martin County Rural Telephone Corporation,15.2,1.4,7.0,14.5,0.0,7.25,15.0,5.823529411764706,7.588235294117647,14.852941176470589,3.1176470588235294,7.382352941176471,17.0,16.235294117647058,52.0,2.0588235294117645,8.117647058823529,5.0,36.0,15.5,108.0,0.0,7.75,12.0,22.0,15.590909090909092,221.0,5.318181818181818,7.454545454545454,17.0,75,15.693333333333333,381,2.026666666666667,7.746666666666667,34,0.4533333333333333,11.205882352941176
"Digital Connections, Inc.",17.25,1.875,7.75,17.22222222222222,0.0,7.0,16.9375,5.125,7.125,17.09090909090909,2.9393939393939394,7.242424242424242,8.0,17.25,254.0,1.875,7.75,8.0,17.0,15.235294117647058,236.0,0.0,7.0,9.0,16.0,16.9375,365.0,5.125,7.125,16.0,41,16.29268292682927,855,2.3658536585365852,7.195121951219512,33,0.8048780487804879,25.90909090909091
"Direct Communications Rockland, Inc.",13.0,1.5,8.333333333333334,13.0,0.0,7.142857142857143,13.0,3.5,7.5,13.0,1.0666666666666667,7.666666666666667,9.0,13.0,323.0,1.4444444444444444,7.444444444444445,6.0,9.0,13.0,203.0,0.0,7.333333333333333,7.0,5.0,13.0,168.0,3.6,8.4,2.0,23,13.0,694,1.3478260869565217,7.608695652173913,15,0.6521739130434783,46.266666666666666
Easton Utilities Commission,19.0,3.0,8.25,0.0,0.0,0.0,19.0,5.666666666666667,9.333333333333334,19.0,4.6,8.9,6.0,18.0,150.0,2.3333333333333335,7.666666666666667,4.0,5.0,16.0,0.0,0.0,3.2,0.0,8.0,18.25,81.0,5.625,8.625,6.0,19,17.57894736842105,231,3.1052631578947367,6.894736842105263,10,0.5263157894736842,23.1
"Etheric Networks, Inc.",15.0,2.4166666666666665,12.083333333333334,15.23076923076923,0.0,8.953846153846154,15.192660550458715,10.577981651376147,11.422018348623853,15.203187250996017,4.709163346613546,10.175298804780876,20.0,15.1,295.0,2.15,12.35,12.0,801.0,14.235955056179776,4441.0,0.0,8.990012484394507,130.0,122.0,15.442622950819672,1799.0,10.336065573770492,11.12295081967213,109.0,943,14.410392364793212,6535,1.3828207847295864,9.337221633085896,251,0.26617179215270415,26.03585657370518
Federated Telephone Cooperative,17.0,2.5,4.0,0.0,0.0,0.0,15.666666666666666,7.25,7.916666666666667,15.857142857142858,6.571428571428571,7.357142857142857,2.0,17.0,5.0,2.5,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,16.142857142857142,80.0,7.5,8.285714285714286,12.0,16,16.25,85,6.875,7.75,14,0.875,6.071428571428571
Frontier Communications Corporation,14.508108108108107,3.3567567567567567,7.318918918918919,15.392857142857142,0.0,6.25,14.195079086115992,5.978910369068541,7.848857644991213,14.312020460358056,5.1445012787723785,7.666240409207161,769.0,13.386215864759428,3273.0,3.154746423927178,7.8985695708712615,185.0,196.0,13.474489795918368,358.0,0.0,7.326530612244898,28.0,2740.0,13.219343065693431,13443.0,6.351459854014599,8.12846715328467,569.0,3705,13.267476383265857,17074,5.351956815114709,8.038326585695007,782,0.21106612685560053,21.833759590792837
GeoLinks,14.854545454545455,1.64,8.8,14.28191489361702,0.0,7.705927051671733,14.807017543859649,4.374269005847953,10.941520467836257,14.422247446083995,0.6804767309875142,8.190692395005675,431.0,16.037122969837586,3127.0,1.5754060324825987,9.122969837587007,275.0,2382.0,15.552896725440807,10604.0,0.0,7.770361041141897,1316.0,223.0,15.609865470852018,1980.0,3.977578475336323,10.67713004484305,171.0,3036,15.625823451910408,15711,0.5158102766798419,8.17588932806324,1762,0.580368906455863,8.916572077185018
"GigaBeam Networks, LLC",14.0,2.0,7.0,14.628571428571428,0.0,7.114285714285714,14.473684210526315,5.7894736842105265,7.105263157894737,14.553571428571429,2.0357142857142856,7.107142857142857,36.0,10.722222222222221,73.0,1.75,8.055555555555555,2.0,2869.0,5.5747647263855,262.0,0.0,7.555594283722551,35.0,67.0,13.074626865671641,801.0,6.597014925373134,7.835820895522388,19.0,2972,5.806191117092867,1136,0.16991924629878868,7.5679676985195155,56,0.018842530282637954,20.285714285714285
Halstad Telephone Company,14.6,1.6,7.8,14.837837837837839,0.0,8.297297297297296,15.125,5.0,8.5,14.86,0.96,8.28,10.0,14.1,100.0,1.5,7.7,5.0,46.0,14.717391304347826,492.0,0.0,7.826086956521739,37.0,8.0,15.125,163.0,5.0,8.5,8.0,64,14.671875,755,0.859375,7.890625,50,0.78125,15.1
Hamilton County Telephone Co-Op,14.125,3.125,7.125,13.0,0.0,7.0,14.225806451612904,9.451612903225806,7.870967741935484,14.175,7.95,7.7,23.0,9.91304347826087,131.0,3.0,7.434782608695652,8.0,7.0,6.428571428571429,25.0,0.0,6.571428571428571,1.0,44.0,12.886363636363637,335.0,8.363636363636363,7.704545454545454,31.0,74,11.35135135135135,491,5.905405405405405,7.513513513513513,40,0.5405405405405406,12.275
Hankins Information Technology,16.25,2.0,9.25,17.333333333333332,0.0,7.833333333333333,16.625,5.0,8.375,16.77777777777778,2.6666666666666665,8.38888888888889,7.0,15.857142857142858,78.0,1.7142857142857142,12.0,4.0,21.0,15.619047619047619,74.0,0.0,9.80952380952381,6.0,10.0,16.4,151.0,4.7,8.8,8.0,38,15.868421052631579,303,1.5526315789473684,9.947368421052632,18,0.47368421052631576,16.833333333333332
"Home Communications, Inc.",14.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,10.0,1.0,14.0,3.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,6.333333333333333,8.333333333333334,0.0,4,15.5,3,5.0,8.75,1,0.25,3.0
"Horry Telephone Cooperative, Inc.",16.6,2.2,8.2,15.727272727272727,0.0,7.181818181818182,14.2,5.4,7.4,15.571428571428571,1.8095238095238095,7.476190476190476,11.0,16.90909090909091,89.0,2.909090909090909,8.454545454545455,5.0,33.0,15.757575757575758,131.0,0.0,7.121212121212121,11.0,5.0,14.2,54.0,5.4,7.4,5.0,49,15.857142857142858,274,1.2040816326530612,7.448979591836735,21,0.42857142857142855,13.047619047619047
Hotwire Communications Ltd.,13.0,1.5,10.333333333333334,12.458333333333334,0.0,6.958333333333333,13.0,3.25,8.75,12.617647058823529,0.6470588235294118,7.764705882352941,118.0,8.457627118644067,34.0,1.4661016949152543,8.610169491525424,6.0,1825.0,8.285479452054794,405.0,0.0,8.034520547945206,24.0,45.0,8.444444444444445,17.0,2.6,8.866666666666667,4.0,1988,8.299295774647888,456,0.14587525150905434,8.087525150905433,34,0.01710261569416499,13.411764705882353
"IdeaTek Telcom, LLC",15.5,2.0,10.5,17.0,0.0,4.0,17.0,4.0,8.0,16.25,2.0,8.25,30.0,16.333333333333332,4.0,2.1333333333333333,9.533333333333333,2.0,110.0,15.89090909090909,5.0,0.0,7.763636363636364,1.0,22.0,17.0,3.0,4.636363636363637,8.0,1.0,162,16.123456790123456,12,1.0246913580246915,8.123456790123457,4,0.024691358024691357,3.0
KanOkla Telephone Association,14.0,1.0,5.0,0.0,0.0,0.0,14.0,2.0,7.0,14.0,1.5,6.0,18.0,15.333333333333334,10.0,1.8333333333333333,6.888888888888889,1.0,31.0,14.258064516129032,0.0,0.0,7.903225806451613,0.0,8.0,15.0,16.0,5.625,10.75,1.0,57,14.701754385964913,26,1.368421052631579,7.982456140350878,2,0.03508771929824561,13.0
LICT Corporation,17.5,1.5,6.5,0.0,0.0,0.0,17.833333333333332,11.333333333333334,10.333333333333334,17.75,8.875,9.375,18.0,13.944444444444445,49.0,1.3888888888888888,6.944444444444445,2.0,78.0,13.807692307692308,0.0,0.0,7.153846153846154,0.0,34.0,14.794117647058824,84.0,7.4411764705882355,8.058823529411764,6.0,130,14.084615384615384,133,2.1384615384615384,7.361538461538461,8,0.06153846153846154,16.625
LTD Broadband LLC,14.626865671641792,1.8507462686567164,7.825870646766169,13.306204569055037,0.0,7.835669781931464,15.263824884792626,7.1728110599078345,7.7949308755760365,13.530149321782742,0.7520802462099624,7.831414567422774,328.0,14.981707317073171,2942.0,1.8597560975609757,8.027439024390244,201.0,22638.0,13.367037724180582,71297.0,0.0,7.922519657213535,7704.0,1226.0,15.407830342577487,17853.0,7.241435562805873,7.916802610114193,868.0,24192,13.492352843915343,92092,0.3921957671957672,7.923652447089947,8773,0.3626405423280423,10.497207340704435
Ligtel Communications,14.0,2.0,11.0,0.0,0.0,0.0,18.0,4.0,9.5,16.666666666666668,3.3333333333333335,10.0,4.0,15.5,6.0,2.25,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,59.0,4.0,9.5,2.0,6,16.333333333333332,65,2.8333333333333335,8.166666666666666,3,0.5,21.666666666666668
LocalTel Communications,14.0,3.142857142857143,6.142857142857143,0.0,0.0,0.0,13.658536585365853,6.390243902439025,7.560975609756097,13.708333333333334,5.916666666666667,7.354166666666667,8.0,13.875,119.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,13.726027397260275,1408.0,6.52054794520548,7.63013698630137,41.0,81,13.74074074074074,1527,6.172839506172839,7.469135802469136,48,0.5925925925925926,31.8125
"MCC Network Services, LLC",13.0,1.0,7.25,13.157894736842104,0.0,6.052631578947368,13.666666666666666,3.0,6.333333333333333,13.192307692307692,0.5,6.269230769230769,176.0,12.693181818181818,4.0,1.6647727272727273,8.130681818181818,4.0,468.0,12.36965811965812,27.0,0.0,7.346153846153846,19.0,72.0,12.61111111111111,4.0,2.4166666666666665,7.125,3.0,716,12.473463687150838,35,0.6522346368715084,7.516759776536313,26,0.036312849162011177,1.3461538461538463
"MEI Telecom, Inc.",13.0,2.0,6.0,13.0,0.0,8.0,13.0,5.0,8.5,13.0,3.0,7.75,3.0,11.0,6.0,1.3333333333333333,7.333333333333333,1.0,2.0,11.5,2.0,0.0,8.0,1.0,2.0,13.0,13.0,5.0,8.5,2.0,7,11.714285714285714,21,2.0,7.857142857142857,4,0.5714285714285714,5.25
"Marquette-Adams Telephone Cooperative, Inc.",18.0,1.0,6.0,0.0,0.0,0.0,16.0,9.0,9.0,16.666666666666668,6.333333333333333,8.0,1.0,18.0,6.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.5,4.0,6.5,8.125,2.0,9,14.0,10,5.888888888888889,7.888888888888889,3,0.3333333333333333,3.3333333333333335
Mediacom Communications Corp.,15.0,2.25,7.083333333333333,15.181818181818182,0.0,5.818181818181818,16.344827586206897,6.793103448275862,8.03448275862069,15.975409836065573,5.286885245901639,7.647540983606557,567.0,14.412698412698413,184.0,2.617283950617284,7.985890652557319,24.0,403.0,14.049627791563275,64.0,0.0,7.094292803970223,11.0,1005.0,14.818905472636816,1085.0,6.33134328358209,8.115422885572139,87.0,1975,14.545316455696202,1333,3.9731645569620255,7.869873417721519,122,0.061772151898734175,10.926229508196721
"Mercury Wireless, Inc.",17.6,1.2,7.2,16.60726643598616,0.0,7.946943483275663,0.0,0.0,0.0,16.61012075905693,0.0034502587694077054,7.944795859689477,129.0,15.286821705426357,121.0,1.821705426356589,8.069767441860465,5.0,12921.0,14.693444779815804,19478.0,0.0,7.867192941722777,1734.0,80.0,14.75,0.0,6.025,8.2125,0.0,13130,14.6996191926885,19599,0.054607768469154605,7.871287128712871,1739,0.13244478293983244,11.27027027027027
"Micrologic, Inc.",14.0,1.0,5.0,0.0,0.0,0.0,14.333333333333334,5.0,7.0,14.25,4.0,6.5,13.0,12.307692307692308,63.0,2.076923076923077,7.0,1.0,51.0,7.313725490196078,0.0,0.0,7.0,0.0,31.0,12.419354838709678,224.0,5.838709677419355,7.451612903225806,3.0,95,9.663157894736843,287,2.1894736842105265,7.147368421052631,4,0.042105263157894736,71.75
Midcontinent Communications,18.0,3.3333333333333335,7.666666666666667,19.0,0.0,4.0,15.813953488372093,7.317829457364341,7.72093023255814,15.887218045112782,7.172932330827067,7.69172932330827,4.0,17.75,95.0,3.5,8.0,3.0,16.0,16.625,51.0,0.0,6.125,1.0,217.0,15.737327188940093,730.0,7.216589861751152,7.649769585253456,129.0,237,15.831223628691983,876,6.666666666666667,7.552742616033755,133,0.5611814345991561,6.586466165413534
Mountain West Technologies Corporation,16.666666666666668,2.1666666666666665,6.5,0.0,0.0,0.0,16.666666666666668,5.916666666666667,7.583333333333333,16.666666666666668,4.666666666666667,7.222222222222222,24.0,15.166666666666666,33.0,1.7083333333333333,7.333333333333333,6.0,10.0,14.8,0.0,0.0,6.7,0.0,33.0,16.181818181818183,91.0,5.848484848484849,8.181818181818182,12.0,67,15.611940298507463,124,3.4925373134328357,7.656716417910448,18,0.26865671641791045,6.888888888888889
"NMSURF, Inc.",15.0,4.0,6.0,13.8,0.0,7.2,13.785714285714286,43.42857142857143,7.571428571428571,13.85,30.6,7.4,14.0,14.071428571428571,1.0,3.0,7.5,1.0,165.0,12.745454545454546,11.0,0.0,7.363636363636363,5.0,136.0,12.205882352941176,16.0,28.573529411764707,8.191176470588236,14.0,315,12.571428571428571,28,12.46984126984127,7.726984126984127,20,0.06349206349206349,1.4
"NTS, Inc.",16.0,1.0,3.0,0.0,0.0,0.0,13.0,4.5,4.5,14.5,2.75,3.75,14.0,18.142857142857142,2.0,2.4285714285714284,8.785714285714286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.4,3.0,6.12,8.32,2.0,39,18.307692307692307,5,4.794871794871795,8.487179487179487,4,0.10256410256410256,1.25
Newport Utilities,13.0,2.0,6.0,0.0,0.0,0.0,13.0,5.25,6.75,13.0,4.6,6.6,3.0,15.666666666666666,1.0,2.3333333333333335,6.666666666666667,1.0,1.0,15.0,0.0,0.0,8.0,0.0,19.0,14.947368421052632,20.0,5.684210526315789,7.315789473684211,4.0,23,15.043478260869565,21,5.0,7.260869565217392,5,0.21739130434782608,4.2
Northern Arapaho Tribal Industries,13.0,2.2857142857142856,7.285714285714286,0.0,0.0,0.0,13.0,4.5,8.166666666666666,13.0,3.3076923076923075,7.6923076923076925,7.0,13.0,236.0,2.2857142857142856,7.285714285714286,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,93.0,4.5,8.166666666666666,6.0,13,13.0,329,3.3076923076923075,7.6923076923076925,13,1.0,25.307692307692307
"Nova Cablevision, Inc.",13.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,7.0,4.0,13.25,24.0,2.5,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.625,0.0,3.5,8.625,0.0,12,12.166666666666666,24,3.1666666666666665,8.083333333333334,1,0.08333333333333333,24.0
"One Ring Networks, Inc.",14.0,1.55,8.3,14.0,0.0,8.4,14.0,3.3,10.9,14.0,0.8533333333333334,8.706666666666667,186.0,13.155913978494624,31.0,1.4946236559139785,9.301075268817204,20.0,566.0,13.128975265017667,103.0,0.0,8.950530035335689,45.0,101.0,13.415841584158416,43.0,2.742574257425743,11.049504950495049,10.0,853,13.168815943728019,177,0.6506447831184057,9.275498241500586,75,0.08792497069167643,2.36
